ID,UUID,LocationTitle,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,ports_original,ports_inferred,ports_rule,is_fast_dc,avg_sessions_per_day_site,avg_sessions_per_day_per_port
459493,FE7E0BA2-FD2C-4688-AC34-CDAAD21B29CD,RAYTECH MELAKA (Car Showroom),"Raytech Melaka (Tinted, PPF, Coating and Detailing Shop)",nan,Melaka,Melaka,75400,,2.209156,102.254295,,2,Default AC heuristic,0,2.85,1.42
459492,6B65E587-5900-45C3-949B-A732C35BB539,ORIENTAL MELAKA STRAITS MEDICAL CENTRE (Medical),Oriental Melaka Straits Medical Centre,nan,Melaka,Melaka,75200,,2.207943,102.213966,,1,Default AC heuristic,0,1.95,1.95
459491,20E52DD5-BE06-40D3-989A-518F5F5A5851,"[Restricted] ADMIRAL RESIDENCES, MELAKA (Residential Condo)",Admiral Residences Kota Laksamana,nan,Melaka,Melaka,75300,,2.200723,102.232895,,1,Default AC heuristic,0,2.51,2.51
459490,C6668AAE-EE9C-4D5C-A441-7D73DB95B9A8,"SWAN GARDEN HOTEL, MELAKA (Hotel)",Bank of China Melaka,nan,Melaka,Melaka,75200,,2.19383,102.237282,,2,Default AC heuristic,0,3.24,1.62
459489,7807B52D-FCFB-4FB1-9B6F-725591952727,HOLIDAY INN MELAKA (BASEMENT) (Hotel),"Holiday Inn Melaka, an IHG Hotel",nan,Melaka,Melaka,75000,,2.18742,102.247635,,4,Venue multi-bay heuristic,0,3.65,0.91
459488,D3328D15-A374-4B53-A735-013173C7B690,REMINGTON HOTEL MUAR (Hotel),REMINGTON HOTEL MUAR,nan,Muar,Johor,84000,,2.044196,102.567108,,4,Venue multi-bay heuristic,0,4.39,1.1
459487,AB3520E3-F17B-46E7-BFD5-4820669C1D99,MUO RESORT (Hotel),MUO Resort,nan,Muar,Johor,84000,,2.037202,102.562996,,6,Venue multi-bay heuristic,0,5.78,0.96
459486,D331A1EC-5CED-4182-BEAA-7321019D479E,KLUANG PARADE JOHOR (Shopping Mall),Kluang Parade,nan,Kluang,Kuala Lumpur,86000,,2.036453,103.320312,,1,Default AC heuristic,0,4.4,4.4
459485,480162A0-2CC1-4D56-B882-20C66D56444C,PRIME CITY HOTEL (Hotel),Prime City Hotel,nan,Kluang,Kuala Lumpur,86000,,2.034902,103.323204,,7,Venue multi-bay heuristic,0,11.65,1.66
459484,5E6BEA80-19C5-4BB0-B0A7-A71265B40391,TARGET YONG PENG (Shopping Mall),Target Supermarket Cawangan Yong Peng,nan,Yong Peng,Johor,83700,,2.006035,103.048004,,1,Default AC heuristic,0,2.78,2.78
459483,9143DA37-4EDD-466C-BFBB-E82FA488ABD2,TARGET GRAND SUPERMARKET (TAMAN KLUANG PERDANA) SDN BHD (Grocery),Target Grand Supermarket (Taman Kluang Perdana) Sdn Bhd,nan,Kluang,Kuala Lumpur,86000,,2.002378,103.291092,,1,Default AC heuristic,0,2.95,2.95
459482,DD98DA3C-8992-4E11-826C-3FDAEDAEE23B,TARGET PARIT RAJA (Grocery),TARGET SUPERMARKET SDN BHD CAWANGAN PUSAT BANDAR PARIT RAJA,nan,Parit Raja,Johor,86400,,1.866485,103.109177,,1,Default AC heuristic,0,2.28,2.28
459481,42E2C4FA-EF3C-4999-8972-01935AB1D56A,THE SUMMIT BATU PAHAT (Shopping Mall),The Summit Batu Pahat,nan,Batu Pahat,Johor,83000,,1.857076,102.934471,,1,Default AC heuristic,0,1.84,1.84
459480,77C27389-016B-46D7-A147-1F9DC928B6B2,THE COMMUNE LIFESTYLE MALL (Shopping Mall),THE COMMUNE Lifestyle Mall,nan,Kulai,Johor,81000,,1.642143,103.602264,,7,Venue multi-bay heuristic,0,7.37,1.05
459479,0436D89E-AD04-48F4-8DA8-2E056EAF80C2,ECONSAVE CASH & CARRY SENAI (Grocery),Econsave Senai,nan,Senai,Negeri Sembilan,81400,,1.611948,103.656784,,2,Default AC heuristic,0,3.75,1.87
459478,AA15EE42-702F-4CBC-B07E-E15A80F30563,IMPIANA HOTEL SENAI (Hotel),Jalan Impian Senai Utama 2,nan,Senai,Johor,81400,,1.593194,103.647102,,2,Default AC heuristic,0,1.25,0.63
459477,E45B3258-2AF1-46A6-A63D-A4582DC9FD8B,CATHAY RESTAURANT ECO SPRING (Restaurant),Cathay Restaurant 新国泰酒楼,nan,Johor Bahru,Johor,81100,,1.588687,103.756241,,2,Default AC heuristic,0,3.1,1.55
459476,4F6C2B5D-882C-4689-9E94-4ACD6CFE5620,"RESTAURANT PEKIN DESA CEMERLANG 北京楼, JOHOR (Restaurant)",Restaurant Pekin Desa Cemerlang 北京楼,nan,Ulu Tiram,Johor,81800,,1.560008,103.810768,,1,Default AC heuristic,0,1.56,1.56
459475,5451C61C-05CD-4103-B1CF-8D5047FA3475,[Restricted] RIVERINE GEMZ (Residential Condo),"2, Jalan Petanak",nan,Kuching,Sarawak,93100,,1.556243,110.361794,,1,Default AC heuristic,0,2.13,2.13
459474,0D86A76B-1397-4BBE-8717-0E9E2A179C9D,THE SPRING KUCHING (Shopping Mall),The Spring Shopping Mall,nan,Kuching,Sarawak,93300,,1.535546,110.3582,,5,Venue multi-bay heuristic,0,5.26,1.05
459473,9E5AEF67-C5CE-4143-817C-B50D936C407D,THE PODIUM (Shopping Mall),The Podium,nan,Kuching,Sarawak,93200,,1.529211,110.336014,,1,Default AC heuristic,0,1.61,1.61
459472,D822518C-1558-45AF-8ACF-9C58A35CC770,ZUS COFFEE DT - JALAN ROCK (Commercial),"ZUS Coffee DT - Jalan Rock, Kuching",nan,Kuching,Sarawak,93200,,1.52799,110.340843,,1,Default AC heuristic,0,2.24,2.24
459471,F69E2CB2-178A-4B74-8B2F-EB60F01A204D,[Restricted] MOLEK REGENCY (TOWER B) (Residential Condo),Molek Regency (Tower B),nan,Johor Bahru,Johor,81100,,1.518907,103.784622,,6,Venue multi-bay heuristic,0,13.67,2.28
459470,2E5FD297-C955-42B2-9010-3C2156155C6C,SUTERA MALL (OLD WING) (Shopping Mall),Sutera Mall,nan,Skudai,Johor,81300,,1.517355,103.67244,,6,Venue multi-bay heuristic,0,4.76,0.79
459469,F9CE7523-F92F-4E8D-B11D-8D4A53A55042,PEKIN SUTERA RESTAURANT (Restaurant),"No.1, Jalan Sutera Tanjung 8/4",nan,Skudai,Johor,81300,,1.517046,103.670113,,2,Default AC heuristic,0,2.53,1.27
459468,9C54C4BC-F8CD-4762-8FAD-37B99B1C37C4,ECONSAVE PERMAS JAYA (Grocery),Econsave Permas Jaya,nan,Masai,Negeri Sembilan,81750,,1.511842,103.816093,,2,Default AC heuristic,0,1.95,0.97
459467,63A74931-B47B-4F3A-948B-D911D4925C3F,COLUMBIA ASIA HOSPITAL TEBRAU JB (Medical),Columbia Asia Hospital - Tebrau,nan,Johor Bahru,Johor,80150,,1.499985,103.765785,,2,Default AC heuristic,0,5.57,2.78
459466,93EF7E1C-C909-47CD-BB1D-1095665AFF7A,[PARTNER EVHUB] ANGSANA MALL (Shopping Mall),Angsana Mall,nan,Skudai,Johor,81200,,1.49533,103.706711,,5,Venue multi-bay heuristic,0,3.56,0.71
459465,CCDDBC95-DC93-450C-BCE9-021534D69C2B,TODAY'S MARKET (Grocery),Today's Market,nan,Masai,Johor,81750,,1.495118,103.87101,,1,Default AC heuristic,0,2.95,2.95
459464,94B936E9-5172-4511-842F-0736BF598113,KPJ PUTERI SPECIALIST HOSPITAL (Medical),KPJ Puteri Specialist Hospital,nan,Johor Bahru,Johor,80350,,1.490253,103.742455,,1,Default AC heuristic,0,1.73,1.73
459462,5B0DA5A4-0B8F-46DF-86AB-25D276DD8515,KSL CITY MALL OUTDOOR (Shopping Mall),KSL City Mall,nan,Johor Bahru,Johor,80250,,1.485749,103.762955,,4,Venue multi-bay heuristic,0,4.95,1.24
459461,1EA8EE04-D28E-4E2E-B0BE-391D8E0F4632,[Restricted] ZENNITH SUITES (Residential Condo),Zennith Suites Service Apartments,nan,Johor Bahru,Johor,80250,,1.485736,103.753494,,2,Default AC heuristic,0,3.9,1.95
459460,A6DF5378-798B-4473-8F73-4C1597E486A6,"KSL CITY MALL, JOHOR BHARU (Shopping Mall)",KSL City Mall,nan,Johor Bahru,Johor,80250,,1.485375,103.762886,,3,Venue multi-bay heuristic,0,5.86,1.95
459459,69912029-5882-4DEC-A535-B5265D9D530C,GRAND PARAGON HOTEL (Hotel),"Grand Paragon Hotel, Johor Bahru",nan,Johor Bahru,Johor,80250,,1.481227,103.761909,,6,Venue multi-bay heuristic,0,6.96,1.16
459458,0BDBEA7E-C7AA-4885-9CED-E6287E99FDA7,COLUMBIA ASIA HOSPITAL - ISKANDAR PUTERI (Medical),Persiaran Afiat,nan,Johor Bahru,Johor,79250,,1.479415,103.63723,,2,Default AC heuristic,0,2.06,1.03
459457,A1926385-41CA-4DD7-B9CE-609FE534D49D,[Restricted] TWIN GALAXY (OUTDOOR) (Residential Condo),Twin Galaxy Residences,nan,Johor Bahru,Johor,80300,,1.478155,103.761795,,1,Default AC heuristic,0,4.14,4.14
459456,C35710D6-4A81-4B84-80FA-CDD38F106A83,HOTEL HOLMES GP (Hotel),Hotel Holmes GP,nan,Gelang Patah,Johor,81550,,1.478101,103.583595,,6,Venue multi-bay heuristic,0,6.28,1.05
459455,AD32ACE3-6ECC-415D-8BF8-80C5DC7DCDA3,[Restricted] TWIN GALAXY (BASEMENT 1) (Residential Condo),Twin Galaxy Residences,nan,Johor Bahru,Johor,80300,,1.477868,103.76207,,2,Default AC heuristic,0,4.24,2.12
459454,525EB71F-8A8E-4459-A087-AC95E00C9515,HOTEL HAKO JBCC (Hotel),Hako Hotel JBCC,nan,Johor Bahru,Johor,80300,,1.467939,103.76989,,3,Venue multi-bay heuristic,0,5.28,1.76
459453,F4521608-5E52-44B7-9317-F6C3E1461266,[PARTNER EVHUB] MENARA LANDMARK (Commercial),Menara Landmark,nan,Johor Bahru,Johor,80000,,1.465002,103.760117,,4,Venue multi-bay heuristic,0,5.19,1.3
459452,38663BB6-0743-4EFA-BB37-BDA708CBCC63,[Restricted] D'SUITES AKASIA HORIZON (Residential Condo),D' Suites Akasia Horizon,nan,Johor Bahru,Johor,79100,,1.448387,103.628876,,2,Default AC heuristic,0,2.27,1.14
459451,D0C6722B-3C2B-42ED-BBFD-D793B4CD8A0E,[Restricted] MERIDIN MEDINI EXECUTIVE SUITES (OUTDOOR) (Residential Condo),Pangsapuri Meridian Medini,nan,Iskandar Puteri,Johor,79250,,1.421901,103.628975,,2,Default AC heuristic,0,3.5,1.75
459450,BC857BD7-7AD4-447D-BD6D-BBC74F5A6951,[Restricted] SOUTHERN MARINA RESIDENCES (WEST TOWER) (Residential Condo),Southern Marina Residence,nan,Johor Bahru,Johor,79100,,1.413567,103.657974,,2,Default AC heuristic,0,5.82,2.91
459449,C42E81CF-42BF-4697-BD6B-A335AFEBFA39,[Restricted] SUNWAY GRID RESIDENCE (Residential Condo),Sunway GRID Residence,nan,Iskandar Puteri,Johor,79250,,1.396111,103.632355,,6,Venue multi-bay heuristic,0,7.11,1.18
459422,2C3EB7B8-080D-4FCF-8A02-A431835928DB,BHPetrol Persiaran Tengku Ampuan 1 by DC Handal,Persiaran Tengku Ampuan 1,Jalan 22/6,Shah Alam,Selangor,40400,,3.039951867,101.5477882,,1,Default AC heuristic,0,3.54,3.54
458998,9877667E-02A9-40FA-976E-FAE9F429C7F3,Casa Refleksologi,"No.7, Jalan Anggerik Indah, Taman Anggerik Indah",nan,Triang,Pahang,28300,,3.255742761,102.4295253,,1,Default AC heuristic,0,1.21,1.21
458997,BAC50BED-9653-47B2-8113-2CFA3216A914,Hotel Nur,"C76, Jalan Dato' Ngau Ken Look",nan,Temerloh,Pahang,28000,,3.446718896,102.4129401,,2,Default AC heuristic,0,3.75,1.87
458996,58BB95FB-7CA4-443A-A25F-7369C2FFD169,Hotel Jelai,"Jalan Tengku Ismail, Kampung Batu Satu",nan,Temerloh,Pahang,28000,,3.446378283,102.413575,,2,Default AC heuristic,0,2.56,1.28
456362,FBF5D0C0-F1FE-496D-8460-C5E0C8270E0E,Pitstop @ Tangkak,"Outdoor Carpark Lot Ptd 16031, Jln Teknologi","1, Kawasan Perindustrian Tangkak",Tangakak,malaysia,16032,,2.243312714,102.5316403,,2,Default AC heuristic,0,5.55,2.78
313016,D553AFD9-83B8-4710-88C6-ED3CF1FE8845,ChargeEV,"No.141, Pusat Komersial Changloon, Pekan, Kampung Baru Changloon, 06010 Changlun, Kedah",nan,Changlun,Kedah,6010,,6.436811326,100.4298934,,1,Default AC heuristic,0,1.32,1.32
312710,84973F76-DF2D-4707-8101-56FA3254BD1B,Dataran Bentong,740 Jalan Tras,Kampung Chamang,Bentong,Pahang,28700,,3.527695327,101.9052646,,1,Default AC heuristic,0,2.06,2.06
312365,9F4BFB3C-843F-46B3-9622-3A1D0B5351DD,Tealive Bagan Ajam,Jalan Oren,Taman Terbilang,Butterworth,Pulau Pinang,13000,,5.440049643,100.3821112,,1,Default AC heuristic,0,2.51,2.51
312364,1895BD10-95DF-4AD6-8733-B57AC51E1626,BYD Showroom Bukit Mertajam Iroll EV,Lorong Setia Sentral 2,nan,Perai,Pulau Pinang,13600,,5.354625431,100.4196651,,2,Default AC heuristic,0,5.77,2.88
312363,C04C5DDB-1F28-419C-9005-7BCA07203D50,Starbucks Raja Uda DT,"2020, Jalan Raja Uda",Telok Air Tawar,Butterworth,Pulau Pinang,12300,,5.414816874,100.3814131,,2,Default AC heuristic,0,3.59,1.8
311714,3C979E35-D000-4437-A905-06F6FDFE3821,GO TO-U CHARGING HUB @ PANTAI BATU BUROK,Tmn Awam Batu Buruk,nan,Kuala Terengganu,Terengganu,20400,,5.320609078,103.1544081,,1,Default AC heuristic,0,1.68,1.68
311713,2C859F12-12AF-48B9-8972-B4919DCF63B3,GO TO-U CHARGING HUB @ DATARAN SHAHBANDAR,Jalan Sultan Zainal Abidin,"Dataran Syah,",Kuala Terengganu,Terengganu,20000,,5.336942839,103.1409293,,1,Default AC heuristic,0,2.56,2.56
311405,9DD11F02-B373-4F94-9DE6-3D2E8B6A2E6B,De'ahza Homestay Gurun,"17, Lorong 24, Taman Gurun Jaya, 08300 Gurun, Kedah, Malaysia",nan,Gurun,Kedah,8300,,5.816872447,100.4701902,,1,Default AC heuristic,0,1.54,1.54
311392,D288A7C1-292E-434E-B044-301DF2B6B1AD,Medini EV Forecourt by DC Handal,Lebuh Medini Utara 8,nan,Iskandar Puteri,Johor,79250,,1.429770183,103.6328238,,1,Default AC heuristic,0,2.41,2.41
311391,089942C8-75C5-4114-B207-AC1686AF677C,Kuantan City Mall (P4) by DC Handal,Kuantan City Mall Pillar (P4),"Jalan Putra 6, Putra Square",Kuantan,Pahang,25300,,3.81750868,103.3275722,,4,Venue multi-bay heuristic,0,6.7,1.68
311390,77E9CAE5-7175-4650-99ED-34F4310036AF,MH Hotel Ipoh by DC Handal,"Hotel Lobby Level, MH Hotel Ipoh,","Jalan Medan Ipoh 1A, Medan Ipoh Bestari, 31400 Ipoh, Perak",Ipoh,Perak,31400,,4.621733039,101.1171502,,7,Venue multi-bay heuristic,0,4.26,0.61
311348,813D69E8-AF67-44EE-8290-619E55A1DC3F,JPO Commercial EV Hub by DC Handal,"Jalan Premium Outlets, Bandar Indahpura,",nan,Kulai,Johor,81000,,1.603330379,103.6234476,,2,Default AC heuristic,0,5.2,2.6
311299,1FCBE749-A89C-4573-BF1E-781CB488B884,C-Mart Menara Alor Setar by DC Handal,Jalan Istana Kuning,nan,Alor Setar,Kedah,5100,,6.125105797,100.3687528,,2,Default AC heuristic,0,2.67,1.33
311278,628D5842-1303-46B3-89F3-C0A3C5EBE1D6,EI Charge Bukit Tinggi,"15, Jalan Pesona 1, Taman Pesona Height, Jln Bukit Tinggi, Kampung Bukit Tinggi",nan,Bentong,Pahang,28750,,3.353874485,101.8272264,,1,Default AC heuristic,0,2.43,2.43
308756,D504899D-965E-435F-9430-698E49638425,Smart Pulau Pinang,"169, Jalan Jelutong",nan,Jelutong,Pulau Pinang,11600,,5.400445225,100.3233625,,2,Default AC heuristic,0,6.37,3.19
307699,78CFB252-CAF0-404A-979C-F466697D0711,AmanJaya Walk by DC Handal,Jalan Badlishah,nan,Sungai Petani,Kedah,8000,,5.67543,100.50787,,1,Default AC heuristic,0,1.73,1.73
306732,E64CFB39-28BB-4AB7-9769-E096C6CD5012,United Point Mall Segambut by DC Handal,Jalan 1/38C,Segambut,Kuala Lumpur,Kuala Lumpur,52000,,3.190740678,101.6533967,,2,Default AC heuristic,0,4.27,2.13
306731,00616B2B-3CB3-4A2F-92AA-29958F5320CC,ICE Sales Gallery by DC Handal,Jalan Pantai Sentral 1,Pantai Dalam,Kuala Lumpur,Kuala Lumpur,58000,,3.101579018,101.6669242,,1,Default AC heuristic,0,7.06,7.06
306730,8FC08D5C-760A-4370-A9D5-0E2347990B04,Pulse Grande Hotel Putrajaya by DC Handal,Jalan Putra Perdana,nan,Putrajaya,Putrajaya,62519,,2.943339512,101.6999759,,2,Default AC heuristic,0,4.74,2.37
305583,6EDCEABA-F23C-48EF-A1AB-E4E394B9091B,Petronas NKVE,"Lot 15385 KM 15, 3, New Klang Valley Expy, Damansara Bound",nan,Petaling Jaya,Selangor,47000,,3.119187,101.592813,,2,Default AC heuristic,0,3.04,1.52
305530,673AFBBC-8BFE-47F4-A407-5C49B1F9F0DE,Gamuda Gardens (200kW DC x 4),"Waterfront Village,",Persiaran Gamuda Gardens 1,Rawang,Selangor,48050,,3.28348366,101.5402588,,2,Default AC heuristic,0,3.53,1.76
304542,AF5CD698-EC94-4E55-85B0-DEBA110DB9B6,Petron Kg. Gemuroh (TNB Electron),Lot PT 102422,Jalan Kelantan,Kampung Gemuroh,Terengganu,21060,,5.349086719,103.0190876,,1,Default AC heuristic,0,1.73,1.73
303964,10D4CBD3-ECD0-4BBE-A973-1D94B95CA9B8,Gurney Plaza,B1 Car park,"170, Gurney Dr, Pulau Tikus",George Town,Pulau Pinang,10250,,5.437956612,100.3097707,,2,Default AC heuristic,0,5.13,2.57
302725,ADC15DC7-31C7-4AF4-9C16-86F0046B6489,"ParkEasy @ Shell HPC East Coast (LPT),Paka, Terengganu (KTN BOUND)","Toll road Paka North Bound, LPT,",nan,Paka,Terengganu,23000,,4.647272585,101.7310334,,2,Default AC heuristic,0,2.85,1.43
302724,F6E092EA-458F-4B2C-80CF-B5C471EE9405,"ParkEasy @ Shell HPC East Coast (LPT), Paka, Terengganu (KL BOUND)","Toll road, LPT",nan,Paka,Terengganu,23000,,4.645522438,103.3443739,,2,Default AC heuristic,0,3.63,1.82
302723,44C2A2EA-CB40-4E5D-AAF6-83732A3916B6,"ParkEasy @ Shell HPC East Coast (LPT), Perasing - Terengganu","Perasing R&R, LPT",nan,Kemaman,Terengganu,24000,,4.020795568,103.3139921,,1,Default AC heuristic,0,3.01,3.01
302466,C6F7CDF7-E8E0-4981-91A3-BF2E16EBFD1C,AEON Mall Kinta City (TNB Electron),"No 2, Jalan Teh Lean Swee",Off Jalan Sultan Azlan Shah Utara,Ipoh,Perak,31400,,4.61404,101.11803,,2,Default AC heuristic,0,3.83,1.91
302465,14C4F956-D571-43AB-9199-0C5BDFC415D2,AEON Mall Taiping (TNB Electron),Lot 8576 & 8577,Jalan Kamunting,Taiping,Perak,34000,,4.87335,100.73086,,1,Default AC heuristic,0,2.97,2.97
302210,37DCE0A8-81AF-4DCC-8BF8-E33A2FAB3E0D,Jalan Maulana Khurasan,Jalan Maulana Khurasan,Kampung Sireh,nan,Kelantan,15150,,6.108795212,102.2303845,,1,Default AC heuristic,0,3.4,3.4
302209,907EF02C-91AC-4083-9E40-24555C2BBC97,AEON Mall Seri Manjung (TNB Electron),"Jalan Sitiawan, Lumut, 32200, Perak.",nan,Lumut,Perak,32040,,4.221061351,100.671411,,2,Default AC heuristic,0,3.57,1.78
301867,9FDA18D4-B2B3-48E3-9BC6-F4F1919D53F0,Encore Melaka by DC Handal,"Jalan Persisiran Pantai, Taman Limbongan Jaya,",nan,Malacca City,Malacca,75200,,2.188618578,102.2200332,,1,Default AC heuristic,0,2.19,2.19
301623,68950D53-8DB2-402E-B9AF-F0CC90B5284F,XPENG Glenmarie by DC Handal,"5, Jalan Pelukis U1/46",Glenmarie,Shah Alam,Selangor,40150,,3.088297088,101.5753787,,1,Default AC heuristic,0,4.23,4.23
301288,B799C539-E0BB-447D-8DE8-B870FA764CA7,Shell Bukit Jalil,Lebuhraya Kuala Lumpur–Seremban,Sungai Besi,nan,Kuala Lumpur,57000,,3.055609064,101.7042648,,1,Default AC heuristic,0,4.14,4.14
301217,F66A55DD-A083-4EF0-9033-0999939E255D,Gamuda Cove,Gamuda Cove Main Road,nan,nan,Selangor,63300,,2.88508223,101.6172595,,2,Default AC heuristic,0,4.3,2.15
301067,FB980F1A-4734-44A9-89C7-5E1E5EF50133,WCE E32 Trong Toll Plaza by DC Handal,MPWF+X8 Terong,nan,Trong,Perak,34800,,4.697722841,100.7228712,,2,Default AC heuristic,0,3.07,1.54
300453,2EDDE999-4562-4232-84A6-998B6AE2A62F,WCE E32 Trong Toll Plaza by DC Handal,"MPXC+GH,",nan,Terong,Perak,34800,,4.69778,100.72284,,1,Default AC heuristic,0,3.12,3.12
300078,14D8A8DF-1402-4A16-8E81-44E40E99C981,Menara MATRADE West Wing by DC Handal,"West Wing Menara MATRADE,","Jalan Sultan Haji Ahmad Shah,","Kuala Lumpur,",Wilayah Persekutuan Kuala Lumpur,50480,,3.177577,101.666105,,4,Venue multi-bay heuristic,0,11.67,2.92
300077,5035B99C-CB8B-4B6A-81BD-F1C0EC902CAC,MG Motor Petaling Jaya by DC Handal,"Lot 8241, Ground Floor,","Jalan 225, Seksyen 51A,","Petaling Jaya,",Selangor,46100,,3.095361121,101.6327791,,2,Default AC heuristic,0,3.3,1.65
299969,3ABB8E44-FEF4-43EA-BFA3-E0F20523A252,WCE E32 Taiping Selatan Toll Plaza by DC Handal,"QP8G+RH,",nan,"Changkat Jering,",Perak,34850,,4.76716508,100.7270956,,2,Default AC heuristic,0,3.33,1.66
299968,792FA4BF-99F0-421C-9B4D-55FCEE938F6D,C-Mart Nibong Tebal by DC Handal,Taman Perindustrian Nibong Tebal,nan,Nibong Tebal,Pulau Pinang,14300,,5.178504948,100.4812209,,2,Default AC heuristic,0,4.99,2.5
299781,C18BF170-AC29-4618-9502-5D60A54B0879,Persiaran TESCO,Persiaran TESCO,nan,nan,Perak,31600,,4.49442565,101.1548925,,2,Default AC heuristic,0,2.39,1.2
299716,BB94723E-8020-44E0-B061-A615CB53C1D7,JomCharge - Hentian Sebelah Senawang Southbound,"Km249.9, Jalan Lebuhraya Utara Selatan",nan,Senawang,Negeri Sembilan,71900,,2.640266214,101.9958084,,1,Default AC heuristic,0,3.7,3.7
299471,1B81662B-5EB6-490E-A501-691CF936B9C4,Kelab Golf Perkhidmatan Awam (KGPA),Bukit Kiara,nan,Petaling Jaya,Selangor,60000,,3.130227986,101.6435829,,1,Default AC heuristic,0,4.38,4.38
299457,07AAE9B2-EF8D-484E-ADDB-9121D3A25B14,IJM Bayouri Sales Gallery Jawi Pulau Pinang by DC Handal,"IJM Bayouri Sales Gallery Jawi,",Sungai Jawi,Sungai Jawi,Pulau Pinang,14200,,5.19324762,100.4881337,,2,Default AC heuristic,0,7.35,3.67
299323,B6C80C10-FCF8-4AE8-B0E9-FB3D12DA508B,IOI City Mall Putrajaya LG Zone D by DC Handal,"LG Zone D, IOI City Mall,","IOI Resort City, Lbh IRC,",Putrajaya,Wilayah Persekutuan Putrajaya,62502,,2.969149836,101.7145284,,6,Venue multi-bay heuristic,0,6.04,1.01
299297,16545E0C-BCB2-4AE2-9DAF-092E38956D82,Johor Premium Outlets Kulai by DC Handal [200 kW Dynamic DC],"Johor Premium Outlets, Persiaran Indahpura",Bandar Indahpura,Kulai,Johor,81000,,1.603002089,103.622509,,2,Default AC heuristic,0,4.82,2.41
299296,683B66C2-4FC8-4DDD-B7E9-930DD75E6322,Desaru Coast Riverside Johor by DC Handal [200 kW Dynamic DC],Persiaran Pantai,Desaru,nan,Johor,81930,,1.538585746,104.2642871,,2,Default AC heuristic,0,2.56,1.28
299295,8EEDCE8A-B30E-49CC-BDD0-01C6AFD55D1B,The Pines Melaka by DC Handal [100 kW Dynamic DC],"33, Jalan Tun Sri Lanang",Kampung Ketek,Malacca City,Malaka,75100,,2.204440448,102.2524293,,1,Default AC heuristic,0,2.33,2.33
299294,2C0D571B-E130-48C3-9F11-EB7CEC2AC596,Wisma UOA Damansara II by DC Handal [200 kW Dynamic DC],"Wisma UOA Damansara II, 50, Jalan Dungun,","Bukit Damansara,",Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,50490,,3.15156691,101.6664755,,2,Default AC heuristic,0,3.75,1.88
299293,E8333B4F-81FA-4F93-8A6C-84D06BAE751C,UOA Business Park Glenmarie by DC Handal [200 kW Dynamic DC],"UOA Business Park Glenmarie, J","alan Pengaturcara U1/51, Kawasan Perindustrian,",Shah Alam,Selangor,40150,,3.085729062,101.5869069,,6,Venue multi-bay heuristic,0,7.61,1.27
299196,DC9CC55F-F5B3-4A09-95A7-3FBCFF05945C,Bamboo Hills DUKE by DC Handal,"Bamboo Hills, Off Lebuhraya Duta","Ulu Kelang, Taman Bamboo",Kuala Lumpur,Wilayah Persekutuan,51200,,3.194041642,101.6729291,,1,Default AC heuristic,0,4.25,4.25
299195,CB253DA6-52E8-4791-BADC-0B240A2289A3,Wisma MCA Jalan Ampang by DC Handal,"163, Jalan Ampang",nan,Kuala Lumpur,Wilayah Persekutuan,50450,,3.159974063,101.7165712,,2,Default AC heuristic,0,3.88,1.94
299194,936E49DC-F7C1-4D5E-ABF6-D3127EB3DDBA,Bangsar South The Vertical (Lazada HQ) by DC Handal,"The Vertical, Bangsar South,","No. 8, Jalan Kerinchi, Bangsar South,",Kuala Lumpu,Wilayah Persekutuan,59200,,3.111356445,101.6656638,,2,Default AC heuristic,0,2.42,1.21
299193,ECA74D93-EE03-489E-B5CC-A70037560335,Bangsar South The Vertical B1 by DC Handal,Jalan Kerinchi,Pantai Dalam,Kuala Lumpur,Kuala Lumpur,59200,,3.111413746,101.6656995,,2,Default AC heuristic,0,5.59,2.8
299183,046002E6-6B9D-4968-8784-0D5409C1C1D9,Bangsar South The Sphere UG by DC Handal,"The Sphere Upper Ground, Bangsar South,","No. 8, Jalan Kerinchi, Kuala Lumpur",Kuala Lumpur,Wilayah Persekutuan,59200,,3.110915219,101.6678418,,2,Default AC heuristic,0,6.08,3.04
299182,0FE4BD1F-2FFA-4C1B-AD39-C89132DC2CAB,Bangsar South The Horizon B1 by DC Handal,"B1, The Horizon 1, Bangsar South,","No.8, Jalan Kerinchi,",Kuala Lumpur,Wilayah Persekutuan,59200,,3.110894169,101.6677758,,1,Default AC heuristic,0,2.11,2.11
299181,06184FFE-DB9D-4939-ACE9-2B887437658B,Udini Square Gelugor Pulau Pinang by DC Handal,"B1, Udini Square,","Lebuh Tunku Kudin 3,",Gelugor,Pulau Pinang,11700,,5.378289281,100.3141606,,2,Default AC heuristic,0,7.72,3.86
299180,BB59B12E-D908-4529-8C5F-67F3CF1FD73E,Choo Plaza Georgetown by DC Handal,"41, Lorong Abu Siti,",Choo Plaza,George Town,Pulau Pinang,10400,,5.417975662,100.3237609,,2,Default AC heuristic,0,7.28,3.64
299179,FB053EFE-6E42-4918-8743-9F47250FDBAD,Ferringhi Garden Restaurant by DC Handal,"34, Jalan Batu Ferringhi,",Kampung Batu Feringgi,"Batu Ferringhi,",Pulau Pinang,111000,,5.47126,100.24517,,2,Default AC heuristic,0,7.43,3.71
