ID,UUID, LocationTitle,AddressLine1,AddressLine2,Town,StateOrProvince,Postcode,Country,Latitude,Longitude,state_norm,ports_original,ports_inferred,ports_rule,is_fast_dc,avg_sessions_per_day_site,avg_sessions_per_day_per_port,gdp_mult,urban_mult,fast_mult,baseline_used,sigma_noise,cap_max
459558,F3F9460C-C24B-4E33-8282-98DECCC9E54D,[Restricted] KEN RIMBA CONDOMINIUM 1 (Residential Condo),Ken Rimba Condominium 1,,Shah Alam,UNKNOWN,40200,,3.053399,101.4851,UNKNOWN,,1,Default AC heuristic,0,1.84,1.84,1.0,1.05,1.0,2.0,0.3,60.0
459557,7E8A5D3E-B65B-4480-97AD-5753AD536EEC,[Restricted] EMERALD RESIDENCES (Residential Condo),Emerald Residence,,Cheras,UNKNOWN,43200,,3.052281,101.794403,UNKNOWN,,1,Default AC heuristic,0,1.83,1.83,1.0,1.05,1.0,2.0,0.3,60.0
459556,B17157E6-8BA9-4FCC-BCAF-B88D63C29BBE,[Restricted] THE ZEST @ KINRARA 9 (Residential Condo),The Zest @Kinrara 9,,Puchong,UNKNOWN,47180,,3.052172,101.654312,UNKNOWN,,1,Default AC heuristic,0,1.33,1.33,1.0,1.05,1.0,2.0,0.3,60.0
459555,0D003998-5A71-46CF-AF20-B1EB8FBAD98C,[Restricted] REGENCY KLANG (Residential Condo),Regency Condominium,,Klang,Kuala Lumpur,41300,,3.051143,101.462868,Kuala Lumpur,,1,Default AC heuristic,0,3.89,3.89,1.35,1.35,1.0,2.0,0.3,60.0
459554,AE1E1E41-A9E8-4A79-B753-42F3450C13F5,[Restricted] TWIN ARKZ (Residential Condo),Twin Arkz @ Bukit Jalil,,Desa Petaling,UNKNOWN,57000,,3.051014,101.680023,UNKNOWN,,2,Default AC heuristic,0,3.62,1.81,1.0,1.05,1.0,2.0,0.3,60.0
459553,29CA33C4-39EB-4580-8A3C-368B1D2F08B7,[Restricted] VINA RESIDENCY (Residential Condo),Vina Residency,,Cheras,UNKNOWN,43200,,3.049642,101.753036,UNKNOWN,,2,Default AC heuristic,0,2.41,1.2,1.0,1.05,1.0,2.0,0.3,60.0
459552,F6501093-0DA3-4886-A15C-DB6A6789CC65,[Restricted] THE NETIZEN (Residential Condo),The Netizen Cheras Homestay,,Cheras,UNKNOWN,43200,,3.049329,101.772591,UNKNOWN,,2,Default AC heuristic,0,4.58,2.29,1.0,1.05,1.0,2.0,0.3,60.0
459551,524ECBA2-CA2F-46A6-A631-0474BC9F5493,[Restricted] TEN KINRARA (Residential Condo),Ten Kinrara,,Puchong,UNKNOWN,47180,,3.047793,101.646339,UNKNOWN,,1,Default AC heuristic,0,1.65,1.65,1.0,1.05,1.0,2.0,0.3,60.0
459550,FD56C5A7-7764-4ACE-8F7A-B2AB4CF56FB3,RAYTECH SERI KEMBANGAN (Car Showroom),Raytech Tinting Sdn Bhd,,Seri Kembangan,UNKNOWN,43300,,3.0469,101.704361,UNKNOWN,,1,Default AC heuristic,0,1.42,1.42,1.0,1.05,1.0,2.0,0.3,60.0
459549,10EE3255-4B5A-4006-A6E7-B870F01FB8E6,[Restricted] RESIDENSI SUNGAI LONG (Residential Condo),Sungai Long Residence,,Kajang,UNKNOWN,43000,,3.04404,101.803787,UNKNOWN,,1,Default AC heuristic,0,3.21,3.21,1.0,1.05,1.0,2.0,0.3,60.0
459548,5A35B649-7783-4200-BA5A-85DC908155D2,[Restricted] CLOUD TREE RESIDENCE C (Residential Condo),CloudTree Residence,,Seri Kembangan,UNKNOWN,43300,,3.043346,101.733009,UNKNOWN,,2,Default AC heuristic,0,3.01,1.5,1.0,1.05,1.0,2.0,0.3,60.0
459547,F7B6DB83-19E6-465E-ADCD-E567B4DEDD46,BURAQ OIL LUMUT (Commercial),CO3 Social Office | Puchong Campus,,Puchong,UNKNOWN,47170,,3.042961,101.618248,UNKNOWN,,5,Venue multi-bay heuristic,0,6.27,1.25,1.0,1.05,1.0,2.0,0.3,60.0
459546,6CC1BDE1-DFFE-4F41-AA40-8AEDB8FA899E,[Restricted] CLOUD TREE RESIDENCE A (Residential Condo),CloudTree Residence,,Seri Kembangan,UNKNOWN,43300,,3.04292,101.73111,UNKNOWN,,2,Default AC heuristic,0,2.18,1.09,1.0,1.05,1.0,2.0,0.3,60.0
459545,423CB648-508C-4016-91F6-AE3C3B179545,[Restricted] THE SANDERSON (Residential Condo),The Sanderson,,Seri Kembangan,UNKNOWN,43300,,3.042449,101.692055,UNKNOWN,,1,Default AC heuristic,0,2.77,2.77,1.0,1.05,1.0,2.0,0.3,60.0
459544,2C5C78DB-8A26-4818-BCFF-69A9D3C506C5,[Restricted] IRIS RESIDENCES (Residential Condo),Iris Residence,,Kajang,UNKNOWN,43000,,3.04221,101.807518,UNKNOWN,,1,Default AC heuristic,0,2.68,2.68,1.0,1.05,1.0,2.0,0.3,60.0
459543,27C2DC07-AB81-43D4-9065-D69F8F53238C,[Restricted] PARKLAND RESIDENCES (Residential Condo),"10, Jalan Seksyen 2/2",,Cheras,UNKNOWN,43200,,3.041734,101.772774,UNKNOWN,,1,Default AC heuristic,0,1.67,1.67,1.0,1.05,1.0,2.0,0.3,60.0
459542,3B9D217A-206A-49C8-A29C-DA980F688741,[Restricted] PERMATA RESIDENCE (Residential Condo),Permata Residence,,Kajang,UNKNOWN,43000,,3.029084,101.786896,UNKNOWN,,1,Default AC heuristic,0,4.42,4.42,1.0,1.05,1.0,2.0,0.3,60.0
459541,0A7D04F4-AA8F-4D6C-8C35-86434092D625,[Restricted] SUTERA PINES APARTMENT (Residential Condo),Sutera Pines,,Kajang,UNKNOWN,43000,,3.026803,101.813782,UNKNOWN,,1,Default AC heuristic,0,2.69,2.69,1.0,1.05,1.0,2.0,0.3,60.0
459540,9087948D-0DEA-4594-BD68-87589708418B,[Restricted] ASTETICA RESIDENCES (Residential Condo),Astetica Residence Tower A (Block A),,Seri Kembangan,UNKNOWN,43300,,3.026323,101.716347,UNKNOWN,,5,Venue multi-bay heuristic,0,4.58,0.92,1.0,1.05,1.0,2.0,0.3,60.0
459539,2447455A-AB38-4265-A53A-45029F79C17B,"AMERIN MALL, SERI KEMBANGAN (Shopping Mall)",Amerin Mall,,Seri Kembangan,UNKNOWN,43300,,3.024839,101.751541,UNKNOWN,,3,Venue multi-bay heuristic,0,4.88,1.63,1.0,1.05,1.0,2.0,0.3,60.0
459538,45B31286-D887-4119-8779-D406C8D2E472,[Restricted] RESIDENSI BUKIT PALMA (Residential Condo),Palm Hill Residence 1,,Kajang,UNKNOWN,43000,,3.024755,101.805649,UNKNOWN,,2,Default AC heuristic,0,4.02,2.01,1.0,1.05,1.0,2.0,0.3,60.0
459537,A59BD96A-7E98-4199-9A4B-83CC5444F876,[Restricted] RESIDENSI BUKIT PALMA 2 (Residential Condo),Residensi Bukit Palma 2,,Cheras,Negeri Sembilan,43000,,3.02411,101.804726,Negeri Sembilan,,1,Default AC heuristic,0,1.85,1.85,1.08,1.05,1.0,2.0,0.3,60.0
459536,E79304E4-BF2D-4372-95CB-0BEFAA6AFC4D,ONE CITY USJ (SKYPARK OUTDOOR) (Shopping Mall),Sky Park @ One City USJ,,Subang Jaya,UNKNOWN,47650,,3.021792,101.580353,UNKNOWN,,2,Default AC heuristic,0,2.56,1.28,1.0,1.05,1.0,2.0,0.3,60.0
459535,DB235A38-21E4-4486-A135-DA409BF7793D,IOI RIO CITY PUCHONG (Shopping Mall),IOI Rio,,Puchong,UNKNOWN,47100,,3.020621,101.623741,UNKNOWN,,6,Venue multi-bay heuristic,0,5.65,0.94,1.0,1.05,1.0,2.0,0.3,60.0
459534,224DA8DB-4FD8-464D-8A69-2D159BD962B1,[Restricted] CONDOMINIUM UNIVERSAL 360 (Residential Condo),Univ 360 Place Management Office,,Seri Kembangan,UNKNOWN,43300,,3.020611,101.71489,UNKNOWN,,7,Venue multi-bay heuristic,0,5.0,0.71,1.0,1.05,1.0,2.0,0.3,60.0
459533,97258A0C-FB04-49C1-9D4A-BD7AEF63A904,[Restricted] PANGSAPURI PUNCAK SAUJANA (Residential Condo),Pangsapuri Puncak Saujana,,Kajang,UNKNOWN,43000,,3.017278,101.812614,UNKNOWN,,1,Default AC heuristic,0,1.07,1.07,1.0,1.05,1.0,2.0,0.3,60.0
459532,7904D95B-0FA3-4342-98B7-EB19A67E8ACD,[Restricted] PANGSAPURI SAUJANA PERMAI 2 (Residential Condo),Pangsapuri Saujana Permai 2,,Kajang,UNKNOWN,43000,,3.014625,101.810944,UNKNOWN,,2,Default AC heuristic,0,2.42,1.21,1.0,1.05,1.0,2.0,0.3,60.0
459531,1B17FDD7-528A-42C4-9E0A-30BEB17C752E,[Restricted] ZENOPY RESIDENCES (Residential Condo),Zenopy Residences - Residence Lobby 1,,Seri Kembangan,UNKNOWN,43300,,3.007914,101.668701,UNKNOWN,,2,Default AC heuristic,0,2.48,1.24,1.0,1.05,1.0,2.0,0.3,60.0
459530,CDA1302C-7299-403D-AB52-F5ED2749BC40,[Restricted] GEO BUKIT RIMAU CONDOMINIUM (Residential Condo),GEO Bukit Rimau Condominium,,Shah Alam,UNKNOWN,40460,,3.000672,101.527245,UNKNOWN,,1,Default AC heuristic,0,2.99,2.99,1.0,1.05,1.0,2.0,0.3,60.0
459529,BF37C108-FF65-4F10-8C78-75C22BE860DB,COLUMBIA HOSPITAL BUKIT RIMAU (Medical),Columbia Asia Hospital - Bukit Rimau,,Shah Alam,UNKNOWN,40460,,2.99737,101.52877,UNKNOWN,,2,Default AC heuristic,0,3.35,1.68,1.0,1.05,1.0,2.0,0.3,60.0
459528,265AC6D0-CB9F-473C-B6E8-FF21C8B8D777,ECONSAVE CASH & CARRY PANDAMARAN (Grocery),Econsave Pandamaran (Hypermarket | Wholesale),,Klang,Negeri Sembilan,42000,,2.994984,101.419701,Negeri Sembilan,,1,Default AC heuristic,0,1.89,1.89,1.08,1.05,1.0,2.0,0.3,60.0
459527,DCC9E5C0-BE66-4ECE-BA61-8C4B7B2BA52E,[Restricted] PARAGON 3 CONDOMINIUM (TOWER 1) (Residential Condo),Paragon 3,,Puchong,UNKNOWN,43300,,2.994305,101.650497,UNKNOWN,,1,Default AC heuristic,0,1.93,1.93,1.0,1.05,1.0,2.0,0.3,60.0
459526,43752582-7884-49CE-9399-E29543BD0641,[Restricted] PARAGON 3 CONDOMINIUM (TOWER 2) (Residential Condo),Paragon 3,,Seri Kembangan,UNKNOWN,43300,,2.993159,101.651047,UNKNOWN,,2,Default AC heuristic,0,3.11,1.56,1.0,1.05,1.0,2.0,0.3,60.0
459525,732510F5-86C5-4668-A8D0-EE0FC2B3E00B,CANVAS HOTEL KLANG (Hotel),The Canvas Hotel,,Klang,Kuala Lumpur,41200,,2.992799,101.443863,Kuala Lumpur,,5,Venue multi-bay heuristic,0,21.51,4.3,1.35,1.35,1.0,2.0,0.3,60.0
459524,AB1E44D0-14DA-4974-951A-AD41F6DC4FE0,[Restricted] JADITE SUITES (Residential Condo),Persiaran Jade Hills Utama,,Kajang,UNKNOWN,43000,,2.992677,101.757736,UNKNOWN,,2,Default AC heuristic,0,3.76,1.88,1.0,1.05,1.0,2.0,0.3,60.0
459523,7608E8A6-C865-4FF9-AA7F-843D828E445E,PARK INN BY RADISSON PUTRAJAYA (Hotel),Park Inn by Radisson Putrajaya,,Kajang,Putrajaya,43000,,2.979283,101.737564,Putrajaya,,2,Default AC heuristic,0,5.36,2.68,1.35,1.35,1.0,2.0,0.3,60.0
459522,E965E469-861F-40FF-BA7B-99C966582EF1,[Restricted] DESARIA VILLA CONDOMINIUM (Residential Condo),Desaria Villa Condominium,,Puchong,UNKNOWN,47120,,2.977706,101.639618,UNKNOWN,,2,Default AC heuristic,0,3.21,1.6,1.0,1.05,1.0,2.0,0.3,60.0
459521,C4E78AAC-2149-4A80-8743-2A7FB21CF151,[Restricted] D'AMAN RESIDENCES (Residential Condo),D'Aman Residences,,Puchong,UNKNOWN,47130,,2.975389,101.581833,UNKNOWN,,1,Default AC heuristic,0,2.49,2.49,1.0,1.05,1.0,2.0,0.3,60.0
459520,7A9DD40B-43E9-48B0-A2AF-082EA6C6C0BE,[Restricted] KOI SUITES CONDOMINIUM (Residential Condo),Koi Suites Condominium,,Puchong,UNKNOWN,47130,,2.974447,101.579185,UNKNOWN,,2,Default AC heuristic,0,3.32,1.66,1.0,1.05,1.0,2.0,0.3,60.0
459518,4A245DEE-969D-4D90-8479-AAFAA010B34B,[Restricted] X2 RESIDENCY (BLOCK B) (Residential Condo),X2 Residency,,Puchong,UNKNOWN,47130,,2.965042,101.593376,UNKNOWN,,1,Default AC heuristic,0,1.98,1.98,1.0,1.05,1.0,2.0,0.3,60.0
459517,B44F14DF-9CD1-4569-ABE2-E30664A89FF7,[Restricted] TASIK RESIDENCY (Residential Condo),Tasik Residency,,Puchong,UNKNOWN,47130,,2.963733,101.592911,UNKNOWN,,1,Default AC heuristic,0,1.76,1.76,1.0,1.05,1.0,2.0,0.3,60.0
459516,3420B315-AA8C-48C9-B161-188F293651B6,PKNS COMPLEX BANGI (Shopping Mall),Kompleks PKNS Bangi,,Bandar Baru Bangi,Negeri Sembilan,43650,,2.961875,101.757225,Negeri Sembilan,,2,Default AC heuristic,0,2.31,1.16,1.08,1.05,1.0,2.0,0.3,60.0
459515,D212C398-83C9-4E54-825D-A45FEA414352,[Restricted] PUNCAK HIJAUAN CONDOMINIUM (Residential Condo),Puncak Hijauan Condominium,,Kajang,UNKNOWN,43000,,2.944719,101.796471,UNKNOWN,,2,Default AC heuristic,0,3.55,1.77,1.0,1.05,1.0,2.0,0.3,60.0
459514,BA3FAC46-5FA2-4511-87F6-A86299739A2B,[Restricted] BSP SKYPARK (Residential Condo),BSP Skypark,,Jenjarom,UNKNOWN,42610,,2.941624,101.587875,UNKNOWN,,1,Default AC heuristic,0,1.52,1.52,1.0,1.05,1.0,2.0,0.3,60.0
459513,0D224EBE-A54F-4EB1-9885-FB038A677A0B,[Restricted] LAKEFRONT RESIDENCE @ CYBERJAYA (Residential Condo),Lakefront Residence @ Cyberjaya,,Cyberjaya,UNKNOWN,63000,,2.933997,101.631264,UNKNOWN,,2,Default AC heuristic,0,2.99,1.49,1.0,1.05,1.0,2.0,0.3,60.0
459512,4E9A6D8D-DE32-402A-8078-97F489FDDF1C,BANGI GATEWAY MALL (Shopping Mall),Bangi Gateway Shopping Complex,,Bandar Baru Bangi,UNKNOWN,43650,,2.932871,101.76532,UNKNOWN,,5,Venue multi-bay heuristic,0,4.79,0.96,1.0,1.05,1.0,2.0,0.3,60.0
459511,13C8B804-3930-4823-9DE7-DFE169C643D8,[Restricted] TAMARA RESIDENCE TOWER A (Residential Condo),Tamara Residence,,Putrajaya,Putrajaya,62250,,2.927745,101.679329,Putrajaya,,1,Default AC heuristic,0,3.93,3.93,1.35,1.35,1.0,2.0,0.3,60.0
459510,9C3819BC-E275-4C14-8C7E-9542CC940E78,[Restricted] LAKEFRONT HOMES @ CYBERJAYA (PR1MA) (Residential Condo),"Lakefront Homes, Cyberjaya",,Cyberjaya,UNKNOWN,63000,,2.92746,101.631958,UNKNOWN,,1,Default AC heuristic,0,1.71,1.71,1.0,1.05,1.0,2.0,0.3,60.0
459509,6AF7B0EF-8DF6-4E3C-BD7C-3DFD6595DA60,[Restricted] TAMARA RESIDENCE TOWER  C (Residential Condo),Tamara Residence,,Putrajaya,Putrajaya,62250,,2.926,101.679375,Putrajaya,,2,Default AC heuristic,0,6.12,3.06,1.35,1.35,1.0,2.0,0.3,60.0
459508,E5593A79-A66A-479B-B999-52F275F536D6,SHAFTSBURY SQUARE (Commercial),Shaftsbury Square,,Cyberjaya,UNKNOWN,63000,,2.922597,101.661896,UNKNOWN,,2,Default AC heuristic,0,2.52,1.26,1.0,1.05,1.0,2.0,0.3,60.0
459507,248A832B-FAE9-4FB4-9965-64243502F7DF,[Restricted] ALMYRA RESIDENCE (Residential Condo),Almyra Residence,,Kajang,UNKNOWN,43000,,2.877916,101.795326,UNKNOWN,,1,Default AC heuristic,0,1.54,1.54,1.0,1.05,1.0,2.0,0.3,60.0
459506,0FB83688-F1BD-426F-9930-D5D0D90B6BFE,[Restricted] PALMERA RESIDENCE (Residential Condo),Palmyra Residence,,Kajang,UNKNOWN,43000,,2.877094,101.793533,UNKNOWN,,1,Default AC heuristic,0,1.4,1.4,1.0,1.05,1.0,2.0,0.3,60.0
459505,7DBEA585-2CC7-4702-B74B-2166B5A5DBC0,HOLIDAY INN SEPANG (Hotel),"Holiday Inn Sepang Airport, an IHG Hotel",,Sepang,UNKNOWN,43900,,2.82035,101.695267,UNKNOWN,,4,Venue multi-bay heuristic,0,3.24,0.81,1.0,1.05,1.0,2.0,0.3,60.0
459504,21D091C5-62DE-4E76-BAA7-7EE97816E366,"OE RESORT, NEGERI SEMBILAN (Hotel)",OE Resort (Private Ground),,Seremban,UNKNOWN,71700,,2.815522,101.912743,UNKNOWN,,4,Venue multi-bay heuristic,0,7.01,1.75,1.0,1.05,1.0,2.0,0.3,60.0
459503,4D73DE12-4DB0-4BBA-9B78-89DD8BCC789A,ECONSAVE CASH & CARRY BANTING (Grocery),"2-14, Jalan Suasa",,Banting,UNKNOWN,42700,,2.811765,101.506699,UNKNOWN,,1,Default AC heuristic,0,2.16,2.16,1.0,1.05,1.0,2.0,0.3,60.0
459502,7CB9E1D2-47B2-4CEC-AB53-F046231E72B8,TERMINAL 1 SEREMBAN (Shopping Mall),Terminal 1 Shopping Centre,,Seremban,UNKNOWN,70000,,2.722891,101.937012,UNKNOWN,,4,Venue multi-bay heuristic,0,4.41,1.1,1.0,1.05,1.0,2.0,0.3,60.0
459501,01E00EF5-AABA-41A3-A1DD-F2CF142E795F,SEREMBAN GATEWAY (Shopping Mall),Seremban Gateway,,Seremban,UNKNOWN,70200,,2.716845,101.920074,UNKNOWN,,1,Default AC heuristic,0,1.9,1.9,1.0,1.05,1.0,2.0,0.3,60.0
459500,373A92B9-C5D6-4CF3-AE47-816317F219CF,LOTUS'S SEREMBAN 2 (Shopping Mall),Lotus Seremban 2,,Seremban,UNKNOWN,70300,,2.712631,101.914429,UNKNOWN,,1,Default AC heuristic,0,1.59,1.59,1.0,1.05,1.0,2.0,0.3,60.0
459499,C92290F7-277E-40BD-A742-B91703EC88A8,MYDIN SENAWANG HYPERMARKET (Shopping Mall),Mydin Senawang Hypermarket,,Seremban,UNKNOWN,70450,,2.70045,101.979942,UNKNOWN,,1,Default AC heuristic,0,2.04,2.04,1.0,1.05,1.0,2.0,0.3,60.0
459498,D9E79504-B17F-4A02-8B9B-427E03549852,MYDIN SEREMBAN 2 (Shopping Mall),Mydin Mall Seremban 2,,Seremban,UNKNOWN,70300,,2.69512,101.903976,UNKNOWN,,3,Venue multi-bay heuristic,0,3.15,1.05,1.0,1.05,1.0,2.0,0.3,60.0
459497,6FA7FAD4-3F8F-4594-A7EF-06E585080007,REGINA MALL PORT DICKSON (Shopping Mall),Regina Mall,,Port Dickson,UNKNOWN,71000,,2.524174,101.801422,UNKNOWN,,5,Venue multi-bay heuristic,0,4.07,0.81,1.0,1.05,1.0,2.0,0.3,60.0
459496,81DEC746-6D96-41A1-87C4-E8273FA4CBA8,MYDIN HYPERMARKET PULAU SEBANG (Shopping Mall),Mydin Pulau Sebang Hypermarket,,Alor Gajah,UNKNOWN,78000,,2.462454,102.231361,UNKNOWN,,2,Default AC heuristic,0,2.95,1.47,1.0,1.05,1.0,2.0,0.3,60.0
459495,66A627F3-5362-4E2C-92B4-8F239485C694,MYDIN BANDAR JASIN (Shopping Mall),"Mydin Wholesale Hypermarket Bandar Jasin Bestari, Melaka",,Melaka,Melaka,77200,,2.280188,102.391357,Melaka,,2,Default AC heuristic,0,4.35,2.18,1.08,1.05,1.0,2.0,0.3,60.0
459494,A9B47120-71B6-4C21-ACCE-102B4BBDF9A3,MYDIN MITC AYER KEROH (Shopping Mall),Mydin MITC,,Ayer Keroh,UNKNOWN,75450,,2.271234,102.291786,UNKNOWN,,1,Default AC heuristic,0,2.28,2.28,1.0,1.05,1.0,2.0,0.3,60.0
459493,FE7E0BA2-FD2C-4688-AC34-CDAAD21B29CD,RAYTECH MELAKA (Car Showroom),"Raytech Melaka (Tinted, PPF, Coating and Detailing Shop)",,Melaka,Melaka,75400,,2.209156,102.254295,Melaka,,2,Default AC heuristic,0,2.85,1.42,1.08,1.05,1.0,2.0,0.3,60.0
459492,6B65E587-5900-45C3-949B-A732C35BB539,ORIENTAL MELAKA STRAITS MEDICAL CENTRE (Medical),Oriental Melaka Straits Medical Centre,,Melaka,Melaka,75200,,2.207943,102.213966,Melaka,,1,Default AC heuristic,0,1.95,1.95,1.08,1.05,1.0,2.0,0.3,60.0
459491,20E52DD5-BE06-40D3-989A-518F5F5A5851,"[Restricted] ADMIRAL RESIDENCES, MELAKA (Residential Condo)",Admiral Residences Kota Laksamana,,Melaka,Melaka,75300,,2.200723,102.232895,Melaka,,1,Default AC heuristic,0,2.51,2.51,1.08,1.05,1.0,2.0,0.3,60.0
459490,C6668AAE-EE9C-4D5C-A441-7D73DB95B9A8,"SWAN GARDEN HOTEL, MELAKA (Hotel)",Bank of China Melaka,,Melaka,Melaka,75200,,2.19383,102.237282,Melaka,,2,Default AC heuristic,0,3.24,1.62,1.08,1.05,1.0,2.0,0.3,60.0
459489,7807B52D-FCFB-4FB1-9B6F-725591952727,HOLIDAY INN MELAKA (BASEMENT) (Hotel),"Holiday Inn Melaka, an IHG Hotel",,Melaka,Melaka,75000,,2.18742,102.247635,Melaka,,4,Venue multi-bay heuristic,0,3.65,0.91,1.08,1.05,1.0,2.0,0.3,60.0
459488,D3328D15-A374-4B53-A735-013173C7B690,REMINGTON HOTEL MUAR (Hotel),REMINGTON HOTEL MUAR,,Muar,UNKNOWN,84000,,2.044196,102.567108,UNKNOWN,,4,Venue multi-bay heuristic,0,4.39,1.1,1.0,1.05,1.0,2.0,0.3,60.0
459487,AB3520E3-F17B-46E7-BFD5-4820669C1D99,MUO RESORT (Hotel),MUO Resort,,Muar,UNKNOWN,84000,,2.037202,102.562996,UNKNOWN,,6,Venue multi-bay heuristic,0,5.78,0.96,1.0,1.05,1.0,2.0,0.3,60.0
459486,D331A1EC-5CED-4182-BEAA-7321019D479E,KLUANG PARADE JOHOR (Shopping Mall),Kluang Parade,,Kluang,Kuala Lumpur,86000,,2.036453,103.320312,Kuala Lumpur,,1,Default AC heuristic,0,4.4,4.4,1.35,1.35,1.0,2.0,0.3,60.0
459485,480162A0-2CC1-4D56-B882-20C66D56444C,PRIME CITY HOTEL (Hotel),Prime City Hotel,,Kluang,Kuala Lumpur,86000,,2.034902,103.323204,Kuala Lumpur,,7,Venue multi-bay heuristic,0,11.65,1.66,1.35,1.35,1.0,2.0,0.3,60.0
459484,5E6BEA80-19C5-4BB0-B0A7-A71265B40391,TARGET YONG PENG (Shopping Mall),Target Supermarket Cawangan Yong Peng,,Yong Peng,UNKNOWN,83700,,2.006035,103.048004,UNKNOWN,,1,Default AC heuristic,0,2.78,2.78,1.0,1.05,1.0,2.0,0.3,60.0
459483,9143DA37-4EDD-466C-BFBB-E82FA488ABD2,TARGET GRAND SUPERMARKET (TAMAN KLUANG PERDANA) SDN BHD (Grocery),Target Grand Supermarket (Taman Kluang Perdana) Sdn Bhd,,Kluang,Kuala Lumpur,86000,,2.002378,103.291092,Kuala Lumpur,,1,Default AC heuristic,0,2.95,2.95,1.35,1.35,1.0,2.0,0.3,60.0
459482,DD98DA3C-8992-4E11-826C-3FDAEDAEE23B,TARGET PARIT RAJA (Grocery),TARGET SUPERMARKET SDN BHD CAWANGAN PUSAT BANDAR PARIT RAJA,,Parit Raja,UNKNOWN,86400,,1.866485,103.109177,UNKNOWN,,1,Default AC heuristic,0,2.28,2.28,1.0,1.05,1.0,2.0,0.3,60.0
459481,42E2C4FA-EF3C-4999-8972-01935AB1D56A,THE SUMMIT BATU PAHAT (Shopping Mall),The Summit Batu Pahat,,Batu Pahat,UNKNOWN,83000,,1.857076,102.934471,UNKNOWN,,1,Default AC heuristic,0,1.84,1.84,1.0,1.05,1.0,2.0,0.3,60.0
459480,77C27389-016B-46D7-A147-1F9DC928B6B2,THE COMMUNE LIFESTYLE MALL (Shopping Mall),THE COMMUNE Lifestyle Mall,,Kulai,UNKNOWN,81000,,1.642143,103.602264,UNKNOWN,,7,Venue multi-bay heuristic,0,7.37,1.05,1.0,1.05,1.0,2.0,0.3,60.0
459479,0436D89E-AD04-48F4-8DA8-2E056EAF80C2,ECONSAVE CASH & CARRY SENAI (Grocery),Econsave Senai,,Senai,Negeri Sembilan,81400,,1.611948,103.656784,Negeri Sembilan,,2,Default AC heuristic,0,3.75,1.87,1.08,1.05,1.0,2.0,0.3,60.0
459478,AA15EE42-702F-4CBC-B07E-E15A80F30563,IMPIANA HOTEL SENAI (Hotel),Jalan Impian Senai Utama 2,,Senai,UNKNOWN,81400,,1.593194,103.647102,UNKNOWN,,2,Default AC heuristic,0,1.25,0.63,1.0,1.05,1.0,2.0,0.3,60.0
459477,E45B3258-2AF1-46A6-A63D-A4582DC9FD8B,CATHAY RESTAURANT ECO SPRING (Restaurant),Cathay Restaurant 新国泰酒楼,,Johor Bahru,Johor,81100,,1.588687,103.756241,Johor,,2,Default AC heuristic,0,3.1,1.55,1.08,1.35,1.0,2.0,0.3,60.0
459476,4F6C2B5D-882C-4689-9E94-4ACD6CFE5620,"RESTAURANT PEKIN DESA CEMERLANG 北京楼, JOHOR (Restaurant)",Restaurant Pekin Desa Cemerlang 北京楼,,Ulu Tiram,UNKNOWN,81800,,1.560008,103.810768,UNKNOWN,,1,Default AC heuristic,0,1.56,1.56,1.0,1.05,1.0,2.0,0.3,60.0
459475,5451C61C-05CD-4103-B1CF-8D5047FA3475,[Restricted] RIVERINE GEMZ (Residential Condo),"2, Jalan Petanak",,Kuching,UNKNOWN,93100,,1.556243,110.361794,UNKNOWN,,1,Default AC heuristic,0,2.13,2.13,1.0,1.05,1.0,2.0,0.3,60.0
459474,0D86A76B-1397-4BBE-8717-0E9E2A179C9D,THE SPRING KUCHING (Shopping Mall),The Spring Shopping Mall,,Kuching,UNKNOWN,93300,,1.535546,110.3582,UNKNOWN,,5,Venue multi-bay heuristic,0,5.26,1.05,1.0,1.05,1.0,2.0,0.3,60.0
459473,9E5AEF67-C5CE-4143-817C-B50D936C407D,THE PODIUM (Shopping Mall),The Podium,,Kuching,UNKNOWN,93200,,1.529211,110.336014,UNKNOWN,,1,Default AC heuristic,0,1.61,1.61,1.0,1.05,1.0,2.0,0.3,60.0
459472,D822518C-1558-45AF-8ACF-9C58A35CC770,ZUS COFFEE DT - JALAN ROCK (Commercial),"ZUS Coffee DT - Jalan Rock, Kuching",,Kuching,UNKNOWN,93200,,1.52799,110.340843,UNKNOWN,,1,Default AC heuristic,0,2.24,2.24,1.0,1.05,1.0,2.0,0.3,60.0
459471,F69E2CB2-178A-4B74-8B2F-EB60F01A204D,[Restricted] MOLEK REGENCY (TOWER B) (Residential Condo),Molek Regency (Tower B),,Johor Bahru,Johor,81100,,1.518907,103.784622,Johor,,6,Venue multi-bay heuristic,0,13.67,2.28,1.08,1.35,1.0,2.0,0.3,60.0
459470,2E5FD297-C955-42B2-9010-3C2156155C6C,SUTERA MALL (OLD WING) (Shopping Mall),Sutera Mall,,Skudai,UNKNOWN,81300,,1.517355,103.67244,UNKNOWN,,6,Venue multi-bay heuristic,0,4.76,0.79,1.0,1.05,1.0,2.0,0.3,60.0
